ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB_2019-10-15-lords.u1	Minutes of the House of Lords, Daily Session 2019-10-15	2019-10-15	2019-10-15	Upper house	57					Reference	Regular	MP	I	Independent	Opposition	Fowler, Peter	M	-
ParlaMint-GB_2019-10-15-lords.u2	Minutes of the House of Lords, Daily Session 2019-10-15	2019-10-15	2019-10-15	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Ahmad, Tariq	M	-
ParlaMint-GB_2019-10-15-lords.u3	Minutes of the House of Lords, Daily Session 2019-10-15	2019-10-15	2019-10-15	Upper house	57					Reference	Regular	MP	LAB	Labour	Opposition	Collins, Raymond	M	-
ParlaMint-GB_2019-10-15-lords.u4	Minutes of the House of Lords, Daily Session 2019-10-15	2019-10-15	2019-10-15	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Ahmad, Tariq	M	-
ParlaMint-GB_2019-10-15-lords.u5	Minutes of the House of Lords, Daily Session 2019-10-15	2019-10-15	2019-10-15	Upper house	57					Reference	Regular	MP	LD	Liberal Democrat	Opposition	Granshaw, Lindsay	F	-
ParlaMint-GB_2019-10-15-lords.u6	Minutes of the House of Lords, Daily Session 2019-10-15	2019-10-15	2019-10-15	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Ahmad, Tariq	M	-
ParlaMint-GB_2019-10-15-lords.u7	Minutes of the House of Lords, Daily Session 2019-10-15	2019-10-15	2019-10-15	Upper house	57					Reference	Regular	MP	CB	Crossbench	Opposition	Hannay, David Hugh Alexander	M	-
ParlaMint-GB_2019-10-15-lords.u8	Minutes of the House of Lords, Daily Session 2019-10-15	2019-10-15	2019-10-15	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Ahmad, Tariq	M	-
ParlaMint-GB_2019-10-15-lords.u9	Minutes of the House of Lords, Daily Session 2019-10-15	2019-10-15	2019-10-15	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Howell, David Arthur Russell	M	-
ParlaMint-GB_2019-10-15-lords.u10	Minutes of the House of Lords, Daily Session 2019-10-15	2019-10-15	2019-10-15	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Ahmad, Tariq	M	-
ParlaMint-GB_2019-10-15-lords.u11	Minutes of the House of Lords, Daily Session 2019-10-15	2019-10-15	2019-10-15	Upper house	57					Reference	Regular	MP	LAB	Labour	Opposition	Morris, John	M	-
ParlaMint-GB_2019-10-15-lords.u12	Minutes of the House of Lords, Daily Session 2019-10-15	2019-10-15	2019-10-15	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Ahmad, Tariq	M	-
