ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB_2018-07-05-lords.u1	Minutes of the House of Lords, Daily Session 2018-07-05	2018-07-05	2018-07-05	Upper house	57					Reference	Regular	MP	LAB	Labour	Opposition	Thornton, Dorothea Glenys	F	-
ParlaMint-GB_2018-07-05-lords.u2	Minutes of the House of Lords, Daily Session 2018-07-05	2018-07-05	2018-07-05	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	O’Shaughnessy, James	M	-
ParlaMint-GB_2018-07-05-lords.u3	Minutes of the House of Lords, Daily Session 2018-07-05	2018-07-05	2018-07-05	Upper house	57					Reference	Regular	MP	LAB	Labour	Opposition	Thornton, Dorothea Glenys	F	-
ParlaMint-GB_2018-07-05-lords.u4	Minutes of the House of Lords, Daily Session 2018-07-05	2018-07-05	2018-07-05	Upper house	57					Reference	Regular	-	-	-	-	-	-	-
ParlaMint-GB_2018-07-05-lords.u5	Minutes of the House of Lords, Daily Session 2018-07-05	2018-07-05	2018-07-05	Upper house	57					Reference	Regular	MP	LAB	Labour	Opposition	Thornton, Dorothea Glenys	F	-
ParlaMint-GB_2018-07-05-lords.u6	Minutes of the House of Lords, Daily Session 2018-07-05	2018-07-05	2018-07-05	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	O’Shaughnessy, James	M	-
ParlaMint-GB_2018-07-05-lords.u7	Minutes of the House of Lords, Daily Session 2018-07-05	2018-07-05	2018-07-05	Upper house	57					Reference	Regular	MP	LD	Liberal Democrat	Opposition	Walmsley, Joan	F	-
ParlaMint-GB_2018-07-05-lords.u8	Minutes of the House of Lords, Daily Session 2018-07-05	2018-07-05	2018-07-05	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	O’Shaughnessy, James	M	-
ParlaMint-GB_2018-07-05-lords.u9	Minutes of the House of Lords, Daily Session 2018-07-05	2018-07-05	2018-07-05	Upper house	57					Reference	Regular	MP	CB	Crossbench	Opposition	Lane-Fox, Martha	F	-
ParlaMint-GB_2018-07-05-lords.u10	Minutes of the House of Lords, Daily Session 2018-07-05	2018-07-05	2018-07-05	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	O’Shaughnessy, James	M	-
ParlaMint-GB_2018-07-05-lords.u11	Minutes of the House of Lords, Daily Session 2018-07-05	2018-07-05	2018-07-05	Upper house	57					Reference	Regular	MP	CON	Conservative	Opposition	Forsyth, Michael Bruce	M	-
