ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB_2021-02-03-commons.u1	Minutes of the House of Commons, Daily Session 2021-02-03	2021-02-03	2021-02-03	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Howell, Paul	M	-
ParlaMint-GB_2021-02-03-commons.u2	Minutes of the House of Commons, Daily Session 2021-02-03	2021-02-03	2021-02-03	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Hart, Simon Anthony	M	-
ParlaMint-GB_2021-02-03-commons.u3	Minutes of the House of Commons, Daily Session 2021-02-03	2021-02-03	2021-02-03	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Howell, Paul	M	-
ParlaMint-GB_2021-02-03-commons.u4	Minutes of the House of Commons, Daily Session 2021-02-03	2021-02-03	2021-02-03	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Hart, Simon Anthony	M	-
ParlaMint-GB_2021-02-03-commons.u5	Minutes of the House of Commons, Daily Session 2021-02-03	2021-02-03	2021-02-03	Lower house	58					COVID	Regular	MP	PC	Plaid Cymru	Opposition	Saville Roberts, Liz	F	-
ParlaMint-GB_2021-02-03-commons.u6	Minutes of the House of Commons, Daily Session 2021-02-03	2021-02-03	2021-02-03	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Hart, Simon Anthony	M	-
ParlaMint-GB_2021-02-03-commons.u7	Minutes of the House of Commons, Daily Session 2021-02-03	2021-02-03	2021-02-03	Lower house	58					COVID	Regular	MP	PC	Plaid Cymru	Opposition	Saville Roberts, Liz	F	-
ParlaMint-GB_2021-02-03-commons.u8	Minutes of the House of Commons, Daily Session 2021-02-03	2021-02-03	2021-02-03	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Hart, Simon Anthony	M	-
ParlaMint-GB_2021-02-03-commons.u9	Minutes of the House of Commons, Daily Session 2021-02-03	2021-02-03	2021-02-03	Lower house	58					COVID	Regular	MP	LAB	Labour	Opposition	Griffith, Nia Rhiannon	F	-
ParlaMint-GB_2021-02-03-commons.u10	Minutes of the House of Commons, Daily Session 2021-02-03	2021-02-03	2021-02-03	Lower house	58					COVID	Regular	MP	CON	Conservative	Opposition	Hart, Simon Anthony	M	-
