ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB_2016-03-24-commons.u1	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Regular	MP	LAB	Labour	Opposition	Fletcher, Colleen Margaret	F	-
ParlaMint-GB_2016-03-24-commons.u2	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Regular	MP	LAB	Labour	Opposition	McInnes, Elizabeth Anne	F	-
ParlaMint-GB_2016-03-24-commons.u3	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Regular	MP	LAB	Labour	Opposition	Butler, Dawn Petula	F	-
ParlaMint-GB_2016-03-24-commons.u4	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Regular	MP	CON	Conservative	Opposition	Rudd, Amber	F	-
ParlaMint-GB_2016-03-24-commons.u5	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Regular	MP	LAB	Labour	Opposition	Fletcher, Colleen Margaret	F	-
ParlaMint-GB_2016-03-24-commons.u6	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Regular	MP	CON	Conservative	Opposition	Rudd, Amber	F	-
ParlaMint-GB_2016-03-24-commons.u7	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Regular	MP	LAB	Labour	Opposition	McInnes, Elizabeth Anne	F	-
ParlaMint-GB_2016-03-24-commons.u8	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Regular	MP	CON	Conservative	Opposition	Rudd, Amber	F	-
ParlaMint-GB_2016-03-24-commons.u9	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Regular	MP	LAB	Labour	Opposition	Butler, Dawn Petula	F	-
ParlaMint-GB_2016-03-24-commons.u10	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Regular	MP	CON	Conservative	Opposition	Rudd, Amber	F	-
ParlaMint-GB_2016-03-24-commons.u11	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Regular	MP	CON	Conservative	Opposition	Bridgen, Andrew James	M	-
ParlaMint-GB_2016-03-24-commons.u12	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Regular	MP	CON	Conservative	Opposition	Rudd, Amber	F	-
ParlaMint-GB_2016-03-24-commons.u13	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Regular	MP	LAB	Labour	Opposition	Flint, Caroline Louise	F	-
ParlaMint-GB_2016-03-24-commons.u14	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Regular	MP	CON	Conservative	Opposition	Rudd, Amber	F	-
ParlaMint-GB_2016-03-24-commons.u15	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Regular	MP	LAB	Labour	Opposition	Flint, Caroline Louise	F	-
ParlaMint-GB_2016-03-24-commons.u16	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Chairperson	MP	CON	Conservative	Opposition	Bercow, John Simon	M	-
ParlaMint-GB_2016-03-24-commons.u17	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Regular	MP	LAB	Labour	Opposition	Flint, Caroline Louise	F	-
ParlaMint-GB_2016-03-24-commons.u18	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Chairperson	MP	CON	Conservative	Opposition	Bercow, John Simon	M	-
ParlaMint-GB_2016-03-24-commons.u19	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Regular	MP	LAB	Labour	Opposition	Flint, Caroline Louise	F	-
ParlaMint-GB_2016-03-24-commons.u20	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Chairperson	MP	CON	Conservative	Opposition	Bercow, John Simon	M	-
ParlaMint-GB_2016-03-24-commons.u21	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Regular	MP	LAB	Labour	Opposition	Flint, Caroline Louise	F	-
ParlaMint-GB_2016-03-24-commons.u22	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Chairperson	MP	CON	Conservative	Opposition	Bercow, John Simon	M	-
ParlaMint-GB_2016-03-24-commons.u23	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Regular	MP	LAB	Labour	Opposition	Nandy, Lisa Eva	F	-
ParlaMint-GB_2016-03-24-commons.u24	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Regular	MP	CON	Conservative	Opposition	Rudd, Amber	F	-
ParlaMint-GB_2016-03-24-commons.u25	Minutes of the House of Commons, Daily Session 2016-03-24	2016-03-24	2016-03-24	Lower house	56					Reference	Regular	MP	LAB	Labour	Opposition	Nandy, Lisa Eva	F	-
