ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB_2016-03-08-lords.u1	Minutes of the House of Lords, Daily Session 2016-03-08	2016-03-08	2016-03-08	Upper house	56					Reference	Regular	MP	NA	Non-affiliated	Opposition	D'Souza, Frances	F	-
ParlaMint-GB_2016-03-08-lords.u2	Minutes of the House of Lords, Daily Session 2016-03-08	2016-03-08	2016-03-08	Upper house	56					Reference	Regular	MP	LAB	Labour	Opposition	Kinnock, Glenys Elizabeth	F	-
ParlaMint-GB_2016-03-08-lords.u3	Minutes of the House of Lords, Daily Session 2016-03-08	2016-03-08	2016-03-08	Upper house	56					Reference	Regular	MP	CON	Conservative	Opposition	Verma, Sandip	F	-
ParlaMint-GB_2016-03-08-lords.u4	Minutes of the House of Lords, Daily Session 2016-03-08	2016-03-08	2016-03-08	Upper house	56					Reference	Regular	MP	LAB	Labour	Opposition	Kinnock, Glenys Elizabeth	F	-
ParlaMint-GB_2016-03-08-lords.u5	Minutes of the House of Lords, Daily Session 2016-03-08	2016-03-08	2016-03-08	Upper house	56					Reference	Regular	MP	CON	Conservative	Opposition	Verma, Sandip	F	-
ParlaMint-GB_2016-03-08-lords.u6	Minutes of the House of Lords, Daily Session 2016-03-08	2016-03-08	2016-03-08	Upper house	56					Reference	Regular	MP	CON	Conservative	Opposition	Hague, William	M	-
ParlaMint-GB_2016-03-08-lords.u7	Minutes of the House of Lords, Daily Session 2016-03-08	2016-03-08	2016-03-08	Upper house	56					Reference	Regular	MP	CON	Conservative	Opposition	Verma, Sandip	F	-
ParlaMint-GB_2016-03-08-lords.u8	Minutes of the House of Lords, Daily Session 2016-03-08	2016-03-08	2016-03-08	Upper house	56					Reference	Regular	MP	LD	Liberal Democrat	Opposition	Granshaw, Lindsay	F	-
ParlaMint-GB_2016-03-08-lords.u9	Minutes of the House of Lords, Daily Session 2016-03-08	2016-03-08	2016-03-08	Upper house	56					Reference	Regular	MP	CON	Conservative	Opposition	Verma, Sandip	F	-
ParlaMint-GB_2016-03-08-lords.u10	Minutes of the House of Lords, Daily Session 2016-03-08	2016-03-08	2016-03-08	Upper house	56					Reference	Regular	MP	LAB	Labour	Opposition	King, Oona	F	-
ParlaMint-GB_2016-03-08-lords.u11	Minutes of the House of Lords, Daily Session 2016-03-08	2016-03-08	2016-03-08	Upper house	56					Reference	Regular	MP	CON	Conservative	Opposition	Verma, Sandip	F	-
ParlaMint-GB_2016-03-08-lords.u12	Minutes of the House of Lords, Daily Session 2016-03-08	2016-03-08	2016-03-08	Upper house	56					Reference	Regular	MP	CB	Crossbench	Opposition	Singh, Indarjit	M	-
